Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
HXT3_YEAST,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,ME3
AMYG_YEAST,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,VAC
VP17_YEAST,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22,CYT
SR68_YEAST,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,CYT
INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,NUC
PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,MIT
AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,CYT
MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,CYT
EF1H_YEAST,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,CYT
GLO3_YEAST,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,NUC
MDJ1_YEAST,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,MIT
RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,CYT
HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,CYT
MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,MIT
GAL8_YEAST,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22,NUC
SX18_YEAST,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,NUC
MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,NUC
MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,CYT
RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,MIT
CHS2_YEAST,0.39,0.42,0.38,0.4,0.5,0.0,0.49,0.47,ME3
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,CYT
ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,NUC
ATH2_YEAST,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,ME3
MDL2_YEAST,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,ME2
YB8E_YEAST,0.56,0.71,0.47,0.21,0.5,0.0,0.52,0.22,MIT
RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,NUC
SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,CYT
ATC4_YEAST,0.51,0.55,0.35,0.16,0.5,0.0,0.51,0.47,ME3
GAL7_YEAST,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,CYT
H3_YEAST,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,NUC
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,CYT
YCX9_YEAST,0.71,0.64,0.42,0.28,0.5,0.0,0.43,0.22,EXC
C1TC_YEAST,0.45,0.4,0.5,0.16,0.5,0.0,0.5,0.22,CYT
MA6T_YEAST,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,ME3
RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,NUC
FMT_YEAST,0.59,0.56,0.5,0.48,0.5,0.0,0.46,0.22,MIT
PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,NUC
PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,CYT
AGA2_YEAST,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,EXC
FPPS_YEAST,0.55,0.56,0.45,0.14,0.5,0.0,0.54,0.22,CYT
TF2D_YEAST,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,NUC
PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,CYT
PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,NUC
HAP2_YEAST,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,NUC
IS42_YEAST,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,MIT
CALB_YEAST,0.37,0.42,0.51,0.11,0.5,0.0,0.57,0.22,CYT
R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,CYT
CHMU_YEAST,0.47,0.39,0.59,0.15,0.5,0.0,0.57,0.22,CYT
DPOE_YEAST,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,NUC
MASZ_YEAST,0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22,POX
SC13_YEAST,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,CYT
SP10_YEAST,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,NUC
YAF1_YEAST,0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22,NUC
MNN9_YEAST,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,ME2
HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,CYT
EFTU_YEAST,0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22,MIT
YMC1_YEAST,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,MIT
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,MIT
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,NUC
YIG3_YEAST,0.34,0.24,0.51,0.15,0.5,0.0,0.54,0.4,NUC
AP54_YEAST,0.33,0.49,0.46,0.22,0.5,0.0,0.53,0.33,ME3
YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,NUC
SED5_YEAST,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,ME3
PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,NUC
GFA1_YEAST,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,CYT
PDR1_YEAST,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,NUC
PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,CYT
RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,NUC
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,NUC
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,CYT
SMY1_YEAST,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,CYT
CBPS_YEAST,0.7,0.65,0.54,0.28,0.5,0.0,0.6,0.4,VAC
YAB1_YEAST,0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64,MIT
ATP6_YEAST,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,MIT
AR56_YEAST,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22,MIT
DPM1_YEAST,0.54,0.42,0.41,0.16,0.5,0.0,0.52,0.22,ME2
CYAA_YEAST,0.2,0.26,0.52,0.14,0.5,0.0,0.53,0.44,CYT
H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,NUC
RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,CYT
FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,CYT
CAPA_YEAST,0.42,0.35,0.54,0.18,0.5,0.0,0.56,0.22,CYT
YCK1_YEAST,0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32,ME2
GLRX_YEAST,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22,CYT
FKB3_YEAST,0.54,0.57,0.52,0.19,0.5,0.0,0.59,0.67,NUC
TCPG_YEAST,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,CYT
LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,CYT
RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,NUC
RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,MIT
OAT_YEAST,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22,CYT
SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,CYT
SKN1_YEAST,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,ME3
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,NUC
YCK2_YEAST,0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32,CYT
CYB2_YEAST,0.53,0.44,0.51,0.33,0.5,0.0,0.52,0.22,MIT
ERG6_YEAST,0.32,0.47,0.55,0.12,0.5,0.0,0.52,0.22,CYT
FAS2_YEAST,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25,CYT
MSN4_YEAST,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,NUC
SR72_YEAST,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,CYT
GDA1_YEAST,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,ME2
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,CYT
TKT1_YEAST,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,CYT
CISY_YEAST,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22,MIT
ATPS_YEAST,0.49,0.42,0.56,0.55,0.5,0.0,0.42,0.25,MIT
MS16_YEAST,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,MIT
RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,CYT
YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,CYT
MAOX_YEAST,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,NUC
VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0.0,0.51,0.22,VAC
TYR1_YEAST,0.66,0.54,0.53,0.17,0.5,0.0,0.54,0.22,CYT
SEN2_YEAST,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,NUC
HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,CYT
RM13_YEAST,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,MIT
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
GCR2_YEAST,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25,NUC
ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,MIT
DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22,CYT
YINO_YEAST,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,ME2
MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,MIT
SPT6_YEAST,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,NUC
CC42_YEAST,0.59,0.48,0.5,0.14,0.5,0.0,0.45,0.25,CYT
H104_YEAST,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,CYT
RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,NUC
CC11_YEAST,0.4,0.62,0.52,0.31,0.5,0.0,0.49,0.31,CYT
HIR1_YEAST,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,NUC
UBP1_YEAST,0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44,CYT
ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,MIT
HXT5_YEAST,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,ME3
BCK1_YEAST,0.42,0.47,0.52,0.41,0.5,0.0,0.53,0.32,CYT
ATH1_YEAST,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,ME3
RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,NUC
FU34_YEAST,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22,ME3
NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,NUC
RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,MIT
ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,NUC
PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,NUC
SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,MIT
RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,CYT
DYHC_YEAST,0.6,0.56,0.47,0.2,0.5,0.0,0.5,0.38,NUC
PE12_YEAST,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,VAC
ODP2_YEAST,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,MIT
ANP1_YEAST,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,ME2
CEM1_YEAST,0.71,0.59,0.48,0.43,0.5,0.0,0.59,0.22,MIT
ENO2_YEAST,0.45,0.56,0.53,0.32,0.5,0.0,0.57,0.22,CYT
ADH2_YEAST,0.46,0.53,0.52,0.15,0.5,0.0,0.58,0.22,CYT
R142_YEAST,0.56,0.41,0.58,0.21,0.5,0.0,0.42,0.22,CYT
ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,NUC
R102_YEAST,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,NUC
YKE6_YEAST,0.77,0.74,0.37,0.29,0.5,0.0,0.45,0.22,ME1
PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,CYT
NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,NUC
RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,NUC
VAL1_YEAST,0.31,0.4,0.31,0.17,0.5,0.0,0.52,0.22,ME3
GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,CYT
TCPD_YEAST,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,CYT
CACM_YEAST,0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22,MIT
HXT4_YEAST,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,ME3
ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,MIT
CRM1_YEAST,0.56,0.52,0.48,0.17,0.5,0.0,0.46,0.22,NUC
NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,CYT
RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,CYT
IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,CYT
RS11_YEAST,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26,CYT
MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,CYT
NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,NUC
ATN2_YEAST,0.36,0.49,0.3,0.22,0.5,0.0,0.52,0.31,ME3
NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,NUC
DPOG_YEAST,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,MIT
UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,MIT
PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,CYT
UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,MIT
KAPR_YEAST,0.4,0.45,0.56,0.2,0.5,0.0,0.45,0.22,CYT
MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,CYT
DA80_YEAST,0.59,0.58,0.56,0.21,0.5,0.0,0.54,0.33,NUC
E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,CYT
YHK5_YEAST,0.92,0.66,0.52,0.23,0.5,0.0,0.53,0.22,ME1
PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,NUC
SLY4_YEAST,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22,ME3
PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27,NUC
GTS1_YEAST,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,NUC
KHS1_YEAST,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,EXC
CC23_YEAST,0.35,0.58,0.54,0.16,0.5,0.0,0.51,0.22,NUC
SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,CYT
GAS1_YEAST,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22,ME1
DAP1_YEAST,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,ME3
P2B2_YEAST,0.59,0.5,0.52,0.28,0.5,0.0,0.55,0.25,CYT
BDF1_YEAST,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,NUC
CBPY_YEAST,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,VAC
CHL4_YEAST,0.57,0.51,0.53,0.18,0.5,0.0,0.56,0.25,NUC
RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,CYT
OCH1_YEAST,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,ME2
IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,CYT
GALY_YEAST,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,NUC
FCY2_YEAST,0.46,0.35,0.33,0.17,0.5,0.0,0.55,0.22,ME3
MT28_YEAST,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,NUC
SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,NUC
RF1M_YEAST,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,MIT
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,NUC
TCPA_YEAST,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,CYT
TBA3_YEAST,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,CYT
RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,NUC
YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,NUC
KC22_YEAST,0.49,0.31,0.49,0.35,0.5,0.0,0.51,0.29,NUC
GCR1_YEAST,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28,NUC
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,CYT
SC23_YEAST,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,CYT
RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,MIT
CAPB_YEAST,0.3,0.56,0.55,0.18,0.5,0.0,0.5,0.22,CYT
ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,CYT
KTR4_YEAST,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,ME2
PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,MIT
MAN1_YEAST,0.37,0.36,0.56,0.18,0.5,0.0,0.48,0.26,VAC
CDC3_YEAST,0.29,0.32,0.58,0.15,0.5,0.0,0.5,0.3,CYT
CC10_YEAST,0.5,0.64,0.57,0.15,0.5,0.0,0.47,0.22,CYT
ER24_YEAST,0.63,0.61,0.41,0.22,0.5,0.0,0.51,0.22,ME3
KAPB_YEAST,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,CYT
SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,CYT
IRA2_YEAST,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,ME3
FET4_YEAST,0.39,0.44,0.28,0.12,0.5,0.0,0.46,0.27,ME3
BAR1_YEAST,0.8,0.63,0.45,0.29,0.5,0.0,0.51,0.22,EXC
FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,CYT
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,NUC
TCPB_YEAST,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,CYT
APE2_YEAST,0.49,0.39,0.52,0.29,0.5,0.0,0.48,0.22,EXC
YKW2_YEAST,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,NUC
TFC1_YEAST,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,NUC
HS30_YEAST,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,ME3
E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,CYT
ARGI_YEAST,0.65,0.65,0.52,0.16,0.5,0.0,0.6,0.22,CYT
RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,NUC
CCL1_YEAST,0.4,0.38,0.53,0.16,0.5,0.0,0.52,0.27,NUC
END2_YEAST,0.78,0.7,0.32,0.23,0.5,0.0,0.53,0.22,ME1
DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,MIT
ALG1_YEAST,0.86,0.68,0.39,0.24,0.5,0.0,0.54,0.22,ME2
MSH3_YEAST,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,NUC
TRPD_YEAST,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,CYT
PMT1_YEAST,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,ME3
YHQ1_YEAST,0.72,0.73,0.41,0.28,0.5,0.0,0.44,0.22,ME1
ATPG_YEAST,0.48,0.45,0.55,0.5,0.5,0.0,0.53,0.22,MIT
